run_id,seed,data,use_graph,final_test_rse,final_test_rae,best_test_rse,max_target_rse,objective_rse,return_code,policy_ok,trial_json,per_target_rrse_json,log_file
1,777,/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/data/sm_data.csv,0,4.9619,5.7179,5.941035696769812,6.599719524383545,6.599719524383545,0,True,"{""lr"": 0.00017, ""dropout"": 0.05, ""layers"": 2, ""conv_channels"": 16, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""subgraph_size"": 40, ""node_dim"": 30, ""seq_in_len"": 60, ""seq_out_len"": 1, ""ss_prob"": 0.15, ""focus_target_gain"": 45.0, ""anchor_focus_to_last"": 0.7, ""bias_penalty"": 0.3}","{""us_Trade Weighted Dollar Index"": 6.599719524383545, ""jp_fx"": 3.42513108253479, ""kr_fx"": 4.973170280456543}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs/20260220_151251/run_001.log
