9.011119999999999663e+01	1.120069999999999936e+03	8.261109999999999332e+01	-7.960694468707099972e-03	-1.724592847278199909e-03	-1.372427746582899951e-03	6.236101621428899629e-03	6.588266722124199587e-03	-3.521651006951999948e-04	7.847807271650654171e-01	-1.123886009375289069e-01	-2.743396124282037052e-01	-7.960694468707099972e-03	-1.724592847278199909e-03	-1.372427746582899951e-03	1.700000000000000122e-01	2.660000000000000142e+00	8.500000000000000611e-02	3.837862000000000000e+06	3.557950000000000000e+08	1.254107500000000000e+08	4.763000000000000012e-01	1.188499999999999890e+00	-1.000000000000000056e-01	1.308370000000000000e+05	2.371410000000000000e+07	6.311667000000000000e+07	9.099999999999999645e+00	3.666700000000000070e+00	4.733299999999999841e+00	-4.812300000000000000e+04	1.268974000000000000e+13	7.443580000000000000e+11
8.868220000000000880e+01	1.116210000000000491e+03	8.238450000000000273e+01	-7.960694468707099972e-03	-1.724592847278199909e-03	-1.372427746582899951e-03	6.236101621428899629e-03	6.588266722124199587e-03	-3.521651006951999948e-04	7.847807271650654171e-01	-1.123886009375289069e-01	-2.743396124282037052e-01	-7.960694468707099972e-03	-1.724592847278199909e-03	-1.372427746582899951e-03	1.499999999999999944e-01	2.839999999999999858e+00	1.009999999999998954e-01	3.837862000000000931e+06	3.557950000000000000e+08	1.254107500000000000e+08	5.099000000000000199e-01	1.797000000000001929e-01	9.999999999999989453e-02	1.312750000000000291e+05	2.371410000000000000e+07	6.311667000000000000e+07	8.900000000000000355e+00	3.666700000000000070e+00	4.733299999999999841e+00	-4.138300000000000728e+04	1.268974000000000000e+13	7.443580000000000000e+11
8.794235000000001889e+01	1.115091200000000299e+03	8.219438300000001618e+01	-8.255165982744500433e-03	-1.000259035396299911e-03	-2.308453438847200140e-03	7.254906947348200089e-03	5.946712543897300293e-03	1.308194403450900012e-03	7.847807271650654171e-01	-1.123886009375289069e-01	-2.743396124282037052e-01	-7.960694468707099972e-03	-1.724592847278199909e-03	-1.372427746582899951e-03	1.386999999999999900e-01	2.940399999999999903e+00	1.069199999999999040e-01	3.837862000000000931e+06	3.557950000000000000e+08	1.254107500000000000e+08	5.871760000000000312e-01	-2.974649999999995909e-01	2.259999999999998954e-01	1.314949100000000617e+05	2.371410000000000000e+07	6.311667000000000000e+07	8.813000000000000611e+00	3.666700000000000070e+00	4.733299999999999841e+00	-3.839376999999999680e+04	1.268974000000000000e+13	7.443580000000000000e+11
8.708927650000001108e+01	1.109675744000000805e+03	8.221319621000003508e+01	-9.570923448804500785e-03	-4.894192496757299692e-03	2.214095043347999903e-04	4.676730952047200227e-03	9.792332953139399818e-03	-5.115602001092099844e-03	7.847807271650654171e-01	-1.123886009375289069e-01	-2.743396124282037052e-01	-8.255165982744500433e-03	-1.000259035396299911e-03	-2.308453438847200140e-03	1.233690000000000064e-01	3.041848000000000329e+00	1.086003999999999026e-01	3.844559964000000153e+06	3.561408910000000000e+08	1.251734415000000000e+08	6.253061200000000763e-01	-7.442345499999996061e-01	3.156200000000000117e-01	1.317273917000000656e+05	2.386319700000000000e+07	6.308157000000000000e+07	8.753310000000002589e+00	3.623358000000000079e+00	4.724641999999999342e+00	-3.566949990000000253e+04	1.180442336000000000e+13	4.326892400000000000e+11
8.631972405500000889e+01	1.103687761280001041e+03	8.199246821270003238e+01	-8.645228062716600603e-03	-5.423290317848899859e-03	-2.690831413093000210e-03	3.221937744867600130e-03	5.954396649623499779e-03	-2.732458904755900083e-03	7.847807271650654171e-01	-1.123886009375289069e-01	-2.743396124282037052e-01	-9.570923448804500785e-03	-4.894192496757299692e-03	2.214095043347999903e-04	1.075700299999999970e-01	3.133495760000000629e+00	1.096247479999998969e-01	3.851932876680000219e+06	3.565216371700000763e+08	1.249122196050000191e+08	6.376260444000000360e-01	-1.108712108499999793e+00	3.768094000000000166e-01	1.319466234790000890e+05	2.402731839000000060e+07	6.304293300000000000e+07	8.696989700000003154e+00	3.575648460000000473e+00	4.715111539999998769e+00	-3.408332181300000229e+04	1.082989404320000000e+13	8.961385880000000000e+10
8.564525113285002078e+01	1.097399043993601254e+03	8.167485296874905032e+01	-7.589277992317800155e-03	-5.705318925010799749e-03	-3.889842756044099847e-03	1.883959067306900008e-03	3.699435236273600127e-03	-1.815476168966699902e-03	7.847807271650654171e-01	-1.123886009375289069e-01	-2.743396124282037052e-01	-8.645228062716600603e-03	-5.423290317848899859e-03	-2.690831413093000210e-03	9.282385610000000453e-02	3.235973871200001017e+00	1.093279187599999064e-01	3.859692055791600142e+06	3.569223306079000831e+08	1.246373123113500178e+08	5.686221950279999326e-01	-1.397611547894999751e+00	3.945755779999999824e-01	1.321661633757301024e+05	2.420003808930000290e+07	6.300227181000000238e+07	8.668391739000004037e+00	3.525439420200001006e+00	4.705081779799998642e+00	-3.334542188031000842e+04	9.804309196784000000e+12	-2.714352200440000000e+11
8.499606196892952426e+01	1.088425227116033511e+03	8.120923155473069244e+01	-7.340768937361299810e-03	-8.222359924904099754e-03	-5.742699478536400157e-03	-8.815909875428000518e-04	1.598069458824799907e-03	-2.479660446367700031e-03	7.847807271650654171e-01	-1.123886009375289069e-01	-2.743396124282037052e-01	-7.589277992317800155e-03	-5.705318925010799749e-03	-3.889842756044099847e-03	7.686758390700000609e-02	3.334924955144000780e+00	1.083709348811999068e-01	3.870495675318291876e+06	3.579575187837731242e+08	1.246907421277245134e+08	5.116880647423598383e-01	-1.572388696913649575e+00	4.187278708599999066e-01	1.323647543815152021e+05	2.436396567599100620e+07	6.295927448470000178e+07	8.642601821930004036e+00	3.470158101774001302e+00	4.668903542226000347e+00	-3.268184928447970742e+04	9.015030429106080078e+12	-5.094745644022800293e+11
8.452690886233318679e+01	1.081258135112741684e+03	8.045287153757224985e+01	-5.305925728236800254e-03	-6.540536012399900123e-03	-9.457547675253799233e-03	-1.234610284163100086e-03	-4.151621947016999846e-03	2.917011662853899977e-03	7.847807271650654171e-01	-1.123886009375289069e-01	-2.743396124282037052e-01	-7.340768937361299810e-03	-8.222359924904099754e-03	-5.742699478536400157e-03	6.620091141608999696e-02	3.420433182039281039e+00	1.074885213438439013e-01	3.881461662632766180e+06	3.590491865785456300e+08	1.247823749486298561e+08	4.720907055430129118e-01	-1.643401470123025065e+00	4.409030983081999033e-01	1.325494936552763393e+05	2.452379253373317420e+07	6.291679855738900602e+07	8.630112841909104660e+00	3.415300172137381018e+00	4.630277022142619714e+00	-3.235393846969804508e+04	8.268652795322769531e+12	-7.283982673926635742e+11
8.454332280052651072e+01	1.080472308256396445e+03	7.962534941900247532e+01	1.762078595118000057e-04	-7.215625746310000378e-04	-1.038464078839810081e-02	-8.977704341428000435e-04	-1.056084864790990049e-02	9.663078213766999186e-03	7.847807271650654171e-01	-1.123886009375289069e-01	-2.743396124282037052e-01	-5.305925728236800254e-03	-6.540536012399900123e-03	-9.457547675253799233e-03	5.501487883178830113e-02	3.492277590783856134e+00	1.057696935199081978e-01	3.892244801336809527e+06	3.601589359964845181e+08	1.249056414889857620e+08	4.144443610973104208e-01	-1.737627921907772155e+00	4.376337100623339804e-01	1.327314941920030687e+05	2.467513392968913168e+07	6.287606616608743370e+07	8.629969374633020607e+00	3.362469030300302197e+00	4.590605843403299247e+00	-3.223501058230361014e+04	7.583277511058107422e+12	-9.235501820622287598e+11
8.482853966088468667e+01	1.085698394837994101e+03	7.878842902971960882e+01	3.178658002278699803e-03	4.602559223551299858e-03	-1.052065596397849974e-02	1.423901221272500092e-03	-1.369931396625729929e-02	1.512321518752979960e-02	7.847807271650654171e-01	-1.123886009375289069e-01	-2.743396124282037052e-01	1.762078595118000057e-04	-7.215625746310000378e-04	-1.038464078839810081e-02	4.439700314096309969e-02	3.548369230930456197e+00	1.035796576727688045e-01	3.908863706130343955e+06	3.622582953927350044e+08	1.250702911306364834e+08	3.081303202632588722e-01	-1.785386890856811126e+00	4.345622493391845809e-01	1.329108398492970446e+05	2.481212326815882698e+07	6.285112492893340439e+07	8.614941172845556494e+00	3.304375931737921324e+00	4.551184607235811974e+00	-3.272939516617951085e+04	7.024506039888167969e+12	-1.156426669802970703e+12
