run_id,seed,final_test_rse,final_test_rae,best_test_rse,test_focus_rrse,objective_total,return_code,trial_json,log_file
1,777,0.7707,0.956,0.7706599557942237,3.035,2.5605418800000006,0,"{""lr"": 0.00015, ""dropout"": 0.02, ""layers"": 2, ""conv_channels"": 16, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""subgraph_size"": 30, ""node_dim"": 30, ""seq_in_len"": 24, ""seq_out_len"": 12, ""ss_prob"": 0.05, ""focus_target_gain"": 80.0, ""anchor_focus_to_last"": 0.06, ""bias_penalty"": 0.5, ""lag_penalty_1step"": 1.3, ""lag_sign_penalty"": 0.5, ""focus_only_loss"": 1, ""grad_loss_weight"": 0.15}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs_v3/20260221_222547/run_001.log
2,777,0.6953,0.8811,0.6952739713847697,3.109,2.0857050800000003,0,"{""lr"": 0.000165, ""dropout"": 0.01, ""layers"": 2, ""conv_channels"": 16, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""subgraph_size"": 30, ""node_dim"": 30, ""seq_in_len"": 24, ""seq_out_len"": 12, ""ss_prob"": 0.04, ""focus_target_gain"": 76.0, ""anchor_focus_to_last"": 0.049999999999999996, ""bias_penalty"": 0.4, ""lag_penalty_1step"": 1.5, ""lag_sign_penalty"": 0.4, ""focus_only_loss"": 1, ""grad_loss_weight"": 0.2}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs_v3/20260221_222547/run_002.log
3,777,1.1937,1.266,1.193744732460652,5.7171,8.68346628,0,"{""lr"": 0.00015, ""dropout"": 0.01, ""layers"": 2, ""conv_channels"": 16, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""subgraph_size"": 20, ""node_dim"": 30, ""seq_in_len"": 24, ""seq_out_len"": 12, ""ss_prob"": 0.04, ""focus_target_gain"": 120.0, ""anchor_focus_to_last"": 0.08, ""bias_penalty"": 0.4, ""lag_penalty_1step"": 1.8, ""lag_sign_penalty"": 0.6499999999999999, ""focus_only_loss"": 1, ""grad_loss_weight"": 0.2}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs_v3/20260221_222547/run_003.log
4,777,1.2954,1.4091,1.2953937254353058,3.6643,9.986623920000003,0,"{""lr"": 0.00022000000000000003, ""dropout"": 0.02, ""layers"": 2, ""conv_channels"": 16, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""subgraph_size"": 30, ""node_dim"": 40, ""seq_in_len"": 24, ""seq_out_len"": 12, ""ss_prob"": 0.05, ""focus_target_gain"": 68.0, ""anchor_focus_to_last"": 0.049999999999999996, ""bias_penalty"": 0.55, ""lag_penalty_1step"": 1.3, ""lag_sign_penalty"": 0.5, ""focus_only_loss"": 1, ""grad_loss_weight"": 0.15000000000000002}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs_v3/20260221_222547/run_004.log
5,777,1.0546,1.3056,1.0545783605335974,2.6806,5.549753919999999,0,"{""lr"": 0.000135, ""dropout"": 0.02, ""layers"": 2, ""conv_channels"": 16, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""subgraph_size"": 20, ""node_dim"": 30, ""seq_in_len"": 24, ""seq_out_len"": 12, ""ss_prob"": 0.030000000000000002, ""focus_target_gain"": 60.0, ""anchor_focus_to_last"": 0.1, ""bias_penalty"": 0.44999999999999996, ""lag_penalty_1step"": 1.3, ""lag_sign_penalty"": 0.4, ""focus_only_loss"": 1, ""grad_loss_weight"": 0.2}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs_v3/20260221_222547/run_005.log
6,777,1.397,1.5781,1.396972854595535,3.0144,11.956628,0,"{""lr"": 0.00015, ""dropout"": 0.01, ""layers"": 2, ""conv_channels"": 16, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""subgraph_size"": 20, ""node_dim"": 40, ""seq_in_len"": 24, ""seq_out_len"": 12, ""ss_prob"": 0.05, ""focus_target_gain"": 96.0, ""anchor_focus_to_last"": 0.06, ""bias_penalty"": 0.6, ""lag_penalty_1step"": 1.2, ""lag_sign_penalty"": 0.4, ""focus_only_loss"": 1, ""grad_loss_weight"": 0.09999999999999999}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs_v3/20260221_222547/run_006.log
7,777,0.6649,0.8591,0.66489738043155,3.0157,1.89591412,0,"{""lr"": 0.000165, ""dropout"": 0.02, ""layers"": 2, ""conv_channels"": 16, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""subgraph_size"": 20, ""node_dim"": 30, ""seq_in_len"": 24, ""seq_out_len"": 12, ""ss_prob"": 0.030000000000000002, ""focus_target_gain"": 110.00000000000001, ""anchor_focus_to_last"": 0.06, ""bias_penalty"": 0.55, ""lag_penalty_1step"": 1.6, ""lag_sign_penalty"": 0.6499999999999999, ""focus_only_loss"": 1, ""grad_loss_weight"": 0.15}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs_v3/20260221_222547/run_007.log
8,777,5.2742,5.2064,5.274207683464885,12.6295,282.57887768,0,"{""lr"": 0.00019, ""dropout"": 0.01, ""layers"": 2, ""conv_channels"": 24, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""subgraph_size"": 30, ""node_dim"": 40, ""seq_in_len"": 24, ""seq_out_len"": 12, ""ss_prob"": 0.030000000000000002, ""focus_target_gain"": 96.0, ""anchor_focus_to_last"": 0.049999999999999996, ""bias_penalty"": 0.6, ""lag_penalty_1step"": 1.2, ""lag_sign_penalty"": 0.45, ""focus_only_loss"": 1, ""grad_loss_weight"": 0.2}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs_v3/20260221_222547/run_008.log
9,777,1.1711,1.3708,1.1711062700361028,4.1727,7.82741252,0,"{""lr"": 0.00015, ""dropout"": 0.02, ""layers"": 2, ""conv_channels"": 24, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""subgraph_size"": 30, ""node_dim"": 40, ""seq_in_len"": 24, ""seq_out_len"": 12, ""ss_prob"": 0.04, ""focus_target_gain"": 60.0, ""anchor_focus_to_last"": 0.08, ""bias_penalty"": 0.3, ""lag_penalty_1step"": 1.1, ""lag_sign_penalty"": 0.5, ""focus_only_loss"": 1, ""grad_loss_weight"": 0.15}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs_v3/20260221_222547/run_009.log
10,777,1.9997,2.0175,1.999664346900171,7.3437,31.19201108,0,"{""lr"": 0.0001425, ""dropout"": 0.01, ""layers"": 2, ""conv_channels"": 16, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""subgraph_size"": 30, ""node_dim"": 40, ""seq_in_len"": 24, ""seq_out_len"": 12, ""ss_prob"": 0.05, ""focus_target_gain"": 76.0, ""anchor_focus_to_last"": 0.06999999999999999, ""bias_penalty"": 0.55, ""lag_penalty_1step"": 1.4000000000000001, ""lag_sign_penalty"": 0.45, ""focus_only_loss"": 1, ""grad_loss_weight"": 0.15}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs_v3/20260221_222547/run_010.log
