run_id,seed,data,use_graph,final_test_rse,final_test_rae,best_test_rse,max_target_rse,max_target_lag_mae,max_target_dir_mismatch,objective_rse,objective_total,return_code,policy_ok,trial_json,per_target_rrse_json,per_target_lag_mae_json,per_target_dir_mismatch_json,log_file
1,777,/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/data/sm_data.csv,0,5.0779,5.8272,6.105415100547201,6.743341445922852,11.716164588928223,0.9090909090909091,6.743341445922852,9.763291684063997,0,True,"{""lr"": 0.00017, ""dropout"": 0.05, ""layers"": 2, ""conv_channels"": 16, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""subgraph_size"": 40, ""node_dim"": 30, ""seq_in_len"": 60, ""seq_out_len"": 1, ""ss_prob"": 0.15, ""focus_target_gain"": 45.0, ""anchor_focus_to_last"": 0.7, ""bias_penalty"": 0.3}","{""us_Trade Weighted Dollar Index"": 6.743341445922852, ""jp_fx"": 3.3335962295532227, ""kr_fx"": 5.090710639953613}","{""us_Trade Weighted Dollar Index"": 0.9082468152046204, ""jp_fx"": 0.8165948987007141, ""kr_fx"": 11.716164588928223}","{""us_Trade Weighted Dollar Index"": 0.9090909090909091, ""jp_fx"": 0.09090909090909091, ""kr_fx"": 0.5454545454545454}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs/20260220_154634/run_001.log
2,777,/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/data/sm_data.csv,0,4.0601,4.7257,3.0517777128951145,4.5371413230896,8.383456230163574,0.7272727272727273,4.5371413230896,6.7057326533577655,0,True,"{""lr"": 0.00012749999999999998, ""dropout"": 0.02, ""layers"": 2, ""conv_channels"": 16, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""subgraph_size"": 40, ""node_dim"": 30, ""seq_in_len"": 24, ""seq_out_len"": 1, ""ss_prob"": 0.1, ""focus_target_gain"": 60.0, ""anchor_focus_to_last"": 0.8, ""bias_penalty"": 0.25}","{""us_Trade Weighted Dollar Index"": 4.5371413230896, ""jp_fx"": 3.2070305347442627, ""kr_fx"": 4.067836761474609}","{""us_Trade Weighted Dollar Index"": 0.43508148193359375, ""jp_fx"": 0.7103354930877686, ""kr_fx"": 8.383456230163574}","{""us_Trade Weighted Dollar Index"": 0.0, ""jp_fx"": 0.2727272727272727, ""kr_fx"": 0.7272727272727273}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs/20260220_154634/run_002.log
3,777,/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/data/sm_data.csv,0,1.8864,2.4251,3.212265135294812,5.048168659210205,7.396073818206787,0.7272727272727273,5.048168659210205,6.969914386489174,0,True,"{""lr"": 8.5e-05, ""dropout"": 0.02, ""layers"": 2, ""conv_channels"": 16, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""subgraph_size"": 40, ""node_dim"": 30, ""seq_in_len"": 36, ""seq_out_len"": 1, ""ss_prob"": 0.05, ""focus_target_gain"": 80.0, ""anchor_focus_to_last"": 0.85, ""bias_penalty"": 0.35}","{""us_Trade Weighted Dollar Index"": 1.7665889263153076, ""jp_fx"": 5.048168659210205, ""kr_fx"": 1.819491982460022}","{""us_Trade Weighted Dollar Index"": 0.5946967601776123, ""jp_fx"": 0.7183782458305359, ""kr_fx"": 7.396073818206787}","{""us_Trade Weighted Dollar Index"": 0.7272727272727273, ""jp_fx"": 0.18181818181818182, ""kr_fx"": 0.18181818181818182}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs/20260220_154634/run_003.log
4,777,/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/data/sm_data.csv,0,3.9872,4.6472,3.278775663917249,4.547390460968018,8.627197265625,0.9090909090909091,4.547390460968018,6.795098868283358,0,True,"{""lr"": 0.00012749999999999998, ""dropout"": 0.0, ""layers"": 3, ""conv_channels"": 32, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""subgraph_size"": 30, ""node_dim"": 40, ""seq_in_len"": 24, ""seq_out_len"": 1, ""ss_prob"": 0.1, ""focus_target_gain"": 80.0, ""anchor_focus_to_last"": 0.85, ""bias_penalty"": 0.4}","{""us_Trade Weighted Dollar Index"": 4.547390460968018, ""jp_fx"": 3.293076753616333, ""kr_fx"": 3.9932737350463867}","{""us_Trade Weighted Dollar Index"": 0.5058031678199768, ""jp_fx"": 0.6869062781333923, ""kr_fx"": 8.627197265625}","{""us_Trade Weighted Dollar Index"": 0.18181818181818182, ""jp_fx"": 0.09090909090909091, ""kr_fx"": 0.9090909090909091}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs/20260220_154634/run_004.log
5,777,/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/data/sm_data.csv,0,2.6575,3.1762,3.356347897970985,4.130105495452881,7.891146659851074,0.9090909090909091,4.130105495452881,6.19380125132474,0,True,"{""lr"": 8.5e-05, ""dropout"": 0.0, ""layers"": 3, ""conv_channels"": 32, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""subgraph_size"": 30, ""node_dim"": 40, ""seq_in_len"": 36, ""seq_out_len"": 1, ""ss_prob"": 0.05, ""focus_target_gain"": 90.0, ""anchor_focus_to_last"": 0.9, ""bias_penalty"": 0.45}","{""us_Trade Weighted Dollar Index"": 2.7993218898773193, ""jp_fx"": 4.130105495452881, ""kr_fx"": 2.635784864425659}","{""us_Trade Weighted Dollar Index"": 0.6085052490234375, ""jp_fx"": 0.666053056716919, ""kr_fx"": 7.891146659851074}","{""us_Trade Weighted Dollar Index"": 0.9090909090909091, ""jp_fx"": 0.09090909090909091, ""kr_fx"": 0.36363636363636365}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs/20260220_154634/run_005.log
6,777,/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/data/sm_data.csv,0,5.9044,6.7853,5.015734697882106,8.039888381958008,10.221735000610352,0.9090909090909091,8.039888381958008,10.686231223019686,0,True,"{""lr"": 0.0002125, ""dropout"": 0.05, ""layers"": 2, ""conv_channels"": 16, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""subgraph_size"": 40, ""node_dim"": 30, ""seq_in_len"": 48, ""seq_out_len"": 1, ""ss_prob"": 0.2, ""focus_target_gain"": 50.0, ""anchor_focus_to_last"": 0.7, ""bias_penalty"": 0.2}","{""us_Trade Weighted Dollar Index"": 8.039888381958008, ""jp_fx"": 2.4947733879089355, ""kr_fx"": 5.927296161651611}","{""us_Trade Weighted Dollar Index"": 0.8428358435630798, ""jp_fx"": 0.7696935534477234, ""kr_fx"": 10.221735000610352}","{""us_Trade Weighted Dollar Index"": 0.9090909090909091, ""jp_fx"": 0.09090909090909091, ""kr_fx"": 0.45454545454545453}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs/20260220_154634/run_006.log
7,777,/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/data/sm_data.csv,0,2.9874,3.5832,4.129376180889355,4.38131856918335,8.760231971740723,1.0,4.38131856918335,6.67137656211853,0,True,"{""lr"": 0.00017, ""dropout"": 0.02, ""layers"": 2, ""conv_channels"": 32, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""subgraph_size"": 30, ""node_dim"": 40, ""seq_in_len"": 60, ""seq_out_len"": 1, ""ss_prob"": 0.1, ""focus_target_gain"": 70.0, ""anchor_focus_to_last"": 0.85, ""bias_penalty"": 0.35}","{""us_Trade Weighted Dollar Index"": 3.7115719318389893, ""jp_fx"": 4.38131856918335, ""kr_fx"": 2.966367483139038}","{""us_Trade Weighted Dollar Index"": 0.7168378233909607, ""jp_fx"": 0.634087324142456, ""kr_fx"": 8.760231971740723}","{""us_Trade Weighted Dollar Index"": 1.0, ""jp_fx"": 0.09090909090909091, ""kr_fx"": 0.45454545454545453}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs/20260220_154634/run_007.log
8,777,/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/data/sm_data.csv,0,3.9137,4.5506,3.147189658782699,4.415371417999268,8.094470977783203,0.7272727272727273,4.415371417999268,6.511716435172341,0,True,"{""lr"": 0.000102, ""dropout"": 0.02, ""layers"": 2, ""conv_channels"": 16, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""subgraph_size"": 20, ""node_dim"": 50, ""seq_in_len"": 24, ""seq_out_len"": 1, ""ss_prob"": 0.05, ""focus_target_gain"": 70.0, ""anchor_focus_to_last"": 0.9, ""bias_penalty"": 0.4}","{""us_Trade Weighted Dollar Index"": 4.415371417999268, ""jp_fx"": 3.0231175422668457, ""kr_fx"": 3.9216842651367188}","{""us_Trade Weighted Dollar Index"": 0.5215564966201782, ""jp_fx"": 0.6988511681556702, ""kr_fx"": 8.094470977783203}","{""us_Trade Weighted Dollar Index"": 0.0, ""jp_fx"": 0.18181818181818182, ""kr_fx"": 0.7272727272727273}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs/20260220_154634/run_008.log
9,777,/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/data/sm_data.csv,0,4.0416,4.7022,3.2311012130042003,4.697591781616211,7.759022235870361,1.0,4.697591781616211,6.737347340583801,0,True,"{""lr"": 8.5e-05, ""dropout"": 0.05, ""layers"": 2, ""conv_channels"": 16, ""residual_channels"": 128, ""skip_channels"": 256, ""end_channels"": 1024, ""subgraph_size"": 20, ""node_dim"": 50, ""seq_in_len"": 36, ""seq_out_len"": 1, ""ss_prob"": 0.05, ""focus_target_gain"": 60.0, ""anchor_focus_to_last"": 0.9, ""bias_penalty"": 0.3}","{""us_Trade Weighted Dollar Index"": 4.697591781616211, ""jp_fx"": 2.941258192062378, ""kr_fx"": 4.051045894622803}","{""us_Trade Weighted Dollar Index"": 0.6006178259849548, ""jp_fx"": 0.7065305113792419, ""kr_fx"": 7.759022235870361}","{""us_Trade Weighted Dollar Index"": 1.0, ""jp_fx"": 0.09090909090909091, ""kr_fx"": 0.36363636363636365}",/Users/samrobert/Documents/GitHub/Exchangeprediction/Cyber-trend-forecasting-main 3/B-MTGNN/tuning_runs/20260220_154634/run_009.log
